make,model,vehicleclass,enginesize,cylinders,transmission,fueltype,cityconsumption,hwyconsumption,combconsumption,combmpg,co2emission
Bmw,M4 Coupe,Compact,3,6,Automated Manual 7 Speed,Premium Gasoline,14.1,10.3,12.4,23,290
Bmw,M4 Coupe Competition,Compact,3,6,Automated Manual 7 Speed,Premium Gasoline,14.1,10.3,12.4,23,290
Bmw,M4 Coupe,Compact,3,6,Manual 6 Speed,Premium Gasoline,13.4,9.6,11.7,24,273
Bmw,M4 Coupe Competition,Compact,3,6,Manual 6 Speed,Premium Gasoline,13.4,9.6,11.7,24,273
Bmw,M4 Cs,Compact,3,6,Automated Manual 7 Speed,Premium Gasoline,14.1,10.3,12.4,23,290
Bmw,M5 Sedan,Mid Size,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,16,11,13.8,20,322
Bmw,M5 Competition,Mid Size,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,16,11,13.8,20,322
Bmw,M550I Xdrive Sedan,Mid Size,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,13.6,9.3,11.7,24,273
Bmw,M760I Xdrive Sedan,Full Size,6.6,12,Automatic Select Shift 8 Speed,Premium Gasoline,17.8,11.9,15.1,19,354
Bmw,M8 Cabriolet,Subcompact,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,16,11,13.8,20,322
Bmw,M8 Cabriolet Competition,Subcompact,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,16,11,13.8,20,322
Bmw,M8 Coupe,Subcompact,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,16,11,13.8,20,322
Bmw,M8 Coupe Competition,Subcompact,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,16,11,13.8,20,322
Bmw,M8 Gran Coupe,Mid Size,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,16,11,13.8,20,322
Bmw,M8 Gran Coupe Competition,Mid Size,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,16,11,13.8,20,322
Bmw,M850I Xdrive Cabriolet,Subcompact,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,14.5,9.9,12.4,23,290
Bmw,M850I Xdrive Coupe,Subcompact,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,13.6,9.3,11.7,24,273
Bmw,M850I Xdrive Gran Coupe,Mid Size,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,14.5,9.9,12.4,23,290
Bmw,X1 Xdrive28I,SUV Small,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.3,7.7,9.1,31,213
Bmw,X2 Xdrive28I,SUV Small,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,9.9,7.6,8.8,32,207
Bmw,X2 M35I,SUV Small,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10,7.8,9,31,210
Bmw,X3 Xdrive30I,SUV Small,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10,8.2,9.2,31,215
Bmw,X3 M,SUV Small,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,16.6,12.1,14.6,19,339
Bmw,X3 M Competition,SUV Small,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,16.6,12.1,14.6,19,339
Bmw,X3 M40I,SUV Small,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.3,8.7,10.1,28,235
Bmw,X4 Xdrive30I,SUV Small,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10,8.2,9.2,31,215
Bmw,X4 M,SUV Small,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,16.6,12.1,14.6,19,339
Bmw,X4 M Competition,SUV Small,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,16.6,12.1,14.6,19,339
Bmw,X4 M40I,SUV Small,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.3,8.7,10.1,28,235
Bmw,X5 Xdrive40I,SUV Standard,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.7,9.1,10.5,27,245
Bmw,X5 Xdrive50I,SUV Standard,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,14.5,10.7,12.8,22,302
Bmw,X5 M50I,SUV Standard,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,14.5,10.7,12.8,22,302
Bmw,X6 Xdrive40I,SUV Standard,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.7,9.1,10.5,27,245
Bmw,X6 M50I,SUV Standard,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,14.5,10.7,12.8,22,302
Bmw,X7 Xdrive40I,SUV Standard,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,12,9.4,10.8,26,254
Bmw,X7 Xdrive50I,SUV Standard,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,15.5,11.4,13.6,21,318
Bmw,X7 M50I,SUV Standard,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,15.5,11.4,13.6,21,318
Bmw,Z4 Sdrive30I,Two Seater,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,9.5,7.4,8.5,33,200
Bmw,Z4 M40I,Two Seater,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,10.3,8,9.3,30,216
Bugatti,Chiron,Two Seater,8,16,Automated Manual 7 Speed,Premium Gasoline,26.8,16.6,22.2,13,522
Buick,Enclave,SUV Standard,3.6,6,Automatic 9 Speed,Regular Gasoline,13,9.1,11.2,25,263
Buick,Enclave Awd,SUV Standard,3.6,6,Automatic 9 Speed,Regular Gasoline,13.6,9.6,11.8,24,277
Buick,Encore,SUV Small,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.4,7.8,8.7,32,204
Buick,Encore Awd,SUV Small,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,10,8,9.1,31,214
Buick,Encore Gx,SUV Small,1.2,3,Continuously Variable,Regular Gasoline,9,7.7,8.4,34,198
Buick,Encore Gx Awd,SUV Small,1.3,3,Automatic 9 Speed,Regular Gasoline,9,8,8.5,33,199
Buick,Envision Awd,SUV Small,2,4,Automatic 9 Speed,Premium Gasoline,11.7,9.4,10.7,26,250
Buick,Envision Awd,SUV Small,2.5,4,Automatic 6 Speed,Regular Gasoline,11.1,8.6,10,28,234
Buick,Regal,Mid Size,2,4,Automatic Select Shift 9 Speed,Premium Gasoline,10.3,7.4,9,31,211
Buick,Regal Awd,Mid Size,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,11,8,9.6,29,227
Buick,Regal Awd,Mid Size,3.6,6,Automatic Select Shift 9 Speed,Regular Gasoline,12.5,8.8,10.9,26,255
Cadillac,Ct4,Compact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.1,6.8,8.7,32,203
Cadillac,Ct4,Compact,2.7,4,Automatic Select Shift 10 Speed,Premium Gasoline,11.5,8,9.9,29,232
Cadillac,Ct4 Awd,Compact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.4,7.4,9.1,31,213
Cadillac,Ct4 Awd,Compact,2.7,4,Automatic Select Shift 10 Speed,Premium Gasoline,11.7,8.4,10.2,28,238
Cadillac,Ct4-V,Compact,2.7,4,Automatic Select Shift 10 Speed,Premium Gasoline,11.5,8.2,10,28,234
Cadillac,Ct4-V Awd,Compact,2.7,4,Automatic Select Shift 10 Speed,Premium Gasoline,11.7,8.4,10.2,28,238
Cadillac,Ct5,Mid Size,2,4,Automatic Select Shift 10 Speed,Premium Gasoline,10.4,7.3,9,31,209
Cadillac,Ct5,Mid Size,3,6,Automatic Select Shift 10 Speed,Premium Gasoline,12.6,9.1,11,26,256
Cadillac,Ct5 Awd,Mid Size,2,4,Automatic Select Shift 10 Speed,Premium Gasoline,11,7.7,9.5,30,221
Cadillac,Ct5 Awd,Mid Size,3,6,Automatic Select Shift 10 Speed,Premium Gasoline,13.3,9.3,11.5,25,268
Cadillac,Ct5-V,Mid Size,3,6,Automatic Select Shift 10 Speed,Premium Gasoline,13.1,9.1,11.3,25,263
Cadillac,Ct5-V Awd,Mid Size,3,6,Automatic Select Shift 10 Speed,Premium Gasoline,13.8,9.4,11.8,24,276
Cadillac,Ct6 Awd,Full Size,3.6,6,Automatic Select Shift 10 Speed,Regular Gasoline,12.9,8.7,11,26,259
Cadillac,Ct6 Awd,Full Size,4.2,8,Automatic Select Shift 10 Speed,Premium Gasoline,17.3,9.5,13.8,20,324
Cadillac,Escalade 4Wd,SUV Standard,6.2,8,Automatic 10 Speed,Premium Gasoline,16.7,11.1,14.2,20,333
Cadillac,Xt4,SUV Small,2,4,Automatic Select Shift 9 Speed,Premium Gasoline,9.8,7.8,8.9,32,209
Cadillac,Xt4 Awd,SUV Small,2,4,Automatic Select Shift 9 Speed,Premium Gasoline,10.9,8.2,9.7,29,227
Cadillac,Xt5,SUV Small,2,4,Automatic Select Shift 9 Speed,Premium Gasoline,11,8.3,9.8,29,227
Cadillac,Xt5 Awd,SUV Small,2,4,Automatic Select Shift 9 Speed,Premium Gasoline,11.2,8.9,10.1,28,235
Cadillac,Xt5 Awd,SUV Small,3.6,6,Automatic Select Shift 9 Speed,Regular Gasoline,13.4,9.4,11.6,24,270
Cadillac,Xt6 Awd,SUV Small,3.6,6,Automatic Select Shift 9 Speed,Regular Gasoline,13.5,9.7,11.8,24,277
Chevrolet,Blazer,SUV Small,2,4,Automatic 9 Speed,Regular Gasoline,11,8.3,9.8,29,225
Chevrolet,Blazer,SUV Small,2.5,4,Automatic 9 Speed,Regular Gasoline,11.3,8.9,10.2,28,238
Chevrolet,Blazer Awd,SUV Small,2,4,Automatic 9 Speed,Regular Gasoline,11.3,8.7,10.1,28,232
Chevrolet,Blazer Awd,SUV Small,3.6,6,Automatic 9 Speed,Regular Gasoline,13.1,9.4,11.4,25,269
Chevrolet,Camaro,Subcompact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.9,7.6,9.4,30,219
Chevrolet,Camaro,Subcompact,2,4,Manual 6 Speed,Premium Gasoline,11.9,7.9,10.1,28,235
Chevrolet,Camaro,Subcompact,3.6,6,Automatic Select Shift 10 Speed,Regular Gasoline,12.5,8.1,10.5,27,247
Chevrolet,Camaro,Subcompact,3.6,6,Manual 6 Speed,Regular Gasoline,14.3,9,11.9,24,280
Chevrolet,Camaro Ss,Subcompact,6.2,8,Automatic Select Shift 10 Speed,Premium Gasoline,14.6,8.9,12.1,23,282
Chevrolet,Camaro Ss,Subcompact,6.2,8,Manual 6 Speed,Premium Gasoline,14.9,9.9,12.6,22,296
Chevrolet,Camaro Zl1,Subcompact,6.2,8,Automatic Select Shift 10 Speed,Premium Gasoline,18.3,11.2,15.1,19,355
Chevrolet,Camaro Zl1,Subcompact,6.2,8,Manual 6 Speed,Premium Gasoline,17.2,12,14.8,19,349
Chevrolet,Colorado,Pickup Truck Small,2.5,4,Automatic 6 Speed,Regular Gasoline,12.1,9.2,10.8,26,252
Chevrolet,Colorado,Pickup Truck Small,2.8,4,Automatic 6 Speed,Diesel,11.8,7.9,10.1,28,270
Chevrolet,Colorado,Pickup Truck Small,3.6,6,Automatic 8 Speed,Regular Gasoline,13.4,9.6,11.7,24,273
Chevrolet,Colorado 4Wd,Pickup Truck Small,2.5,4,Automatic 6 Speed,Regular Gasoline,12.6,9.7,11.3,25,265
Chevrolet,Colorado 4Wd,Pickup Truck Small,2.8,4,Automatic 6 Speed,Diesel,12.3,8.5,10.6,27,284
Chevrolet,Colorado 4Wd,Pickup Truck Small,3.6,6,Automatic 8 Speed,Regular Gasoline,14,9.9,12.2,23,286
Chevrolet,Colorado Zr2 4Wd,Pickup Truck Small,2.8,4,Automatic 6 Speed,Diesel,13.3,10.6,12.1,23,326
Chevrolet,Colorado Zr2 4Wd,Pickup Truck Small,3.6,6,Automatic 8 Speed,Regular Gasoline,15,13,14.1,20,331
Chevrolet,Corvette,Two Seater,6.2,8,Automatic Select Shift 8 Speed,Premium Gasoline,15.4,8.7,12.4,23,290
Chevrolet,Equinox,SUV Small,1.5,4,Automatic 6 Speed,Regular Gasoline,8.9,7.7,8.4,34,196
Chevrolet,Equinox Awd,SUV Small,1.5,4,Automatic 6 Speed,Regular Gasoline,9.3,8,8.7,32,204
Chevrolet,Equinox Awd,SUV Small,2,4,Automatic 9 Speed,Premium Gasoline,10.9,8.3,9.7,29,228
Chevrolet,Impala,Full Size,3.6,6,Automatic Select Shift 6 Speed,Regular Gasoline,12.8,8.5,10.9,26,255
Chevrolet,Impala,Full Size,3.6,6,Automatic Select Shift 6 Speed,Ethanol E85,17.2,11.6,14.7,19,246
Chevrolet,Malibu,Mid Size,1.5,4,Continuously Variable,Regular Gasoline,8.2,6.6,7.5,38,189
Chevrolet,Malibu,Mid Size,2,4,Automatic 9 Speed,Premium Gasoline,10.5,7.4,9.1,31,214
Chevrolet,Silverado,Pickup Truck Standard,2.7,4,Automatic 8 Speed,Regular Gasoline,11.9,10.3,11.1,25,262
Chevrolet,Silverado Wt,Pickup Truck Standard,2.7,4,Automatic 8 Speed,Regular Gasoline,12.5,10.8,11.7,24,275
Chevrolet,Silverado,Pickup Truck Standard,3,6,Automatic 10 Speed,Diesel,10.2,7.2,8.9,32,238
Chevrolet,Silverado,Pickup Truck Standard,4.3,6,Automatic 6 Speed,Regular Gasoline,15.1,11.5,13.5,21,318
Chevrolet,Silverado,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,15.9,11.4,13.9,20,326
Chevrolet,Silverado Ffv,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,16,12.6,14.4,20,339
Chevrolet,Silverado Ffv,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Ethanol E85,22.2,16.2,19.5,14,326
Chevrolet,Silverado,Pickup Truck Standard,5.3,8,Automatic 8 Speed,Regular Gasoline,13.9,10.1,12.2,23,286
Chevrolet,Silverado 4Wd,Pickup Truck Standard,2.7,4,Automatic 8 Speed,Regular Gasoline,12.5,10.8,11.7,24,275
Chevrolet,Silverado Wt 4Wd,Pickup Truck Standard,2.7,4,Automatic 8 Speed,Regular Gasoline,12.7,11,12,24,280
Chevrolet,Silverado 4Wd,Pickup Truck Standard,3,6,Automatic 10 Speed,Diesel,10.4,8,9.4,30,252
Chevrolet,Silverado 4Wd,Pickup Truck Standard,4.3,6,Automatic 6 Speed,Regular Gasoline,15.7,12,14.1,20,331
Chevrolet,Silverado 4Wd Custom Trail Boss,Pickup Truck Standard,4.3,6,Automatic 6 Speed,Regular Gasoline,16.3,12.9,14.8,19,349
Chevrolet,Silverado 4Wd,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,15.9,11.8,14.1,20,331
Chevrolet,Silverado 4Wd Ffv,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,16.6,13,15,19,350
Chevrolet,Silverado 4Wd Ffv,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Ethanol E85,22.3,18.1,20.5,14,342
Chevrolet,Silverado 4Wd Custom Trail Boss,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,16.7,13.1,15.1,19,354
Chevrolet,Silverado 4Wd,Pickup Truck Standard,5.3,8,Automatic 8 Speed,Regular Gasoline,14.7,10.7,12.9,22,303
Chevrolet,Silverado 4Wd,Pickup Truck Standard,5.3,8,Automatic 10 Speed,Regular Gasoline,14.3,10.6,12.6,22,296
Chevrolet,Silverado 4Wd Lt Trail Boss,Pickup Truck Standard,5.3,8,Automatic 10 Speed,Regular Gasoline,14.7,11.2,13.1,22,307
Chevrolet,Silverado 4Wd,Pickup Truck Standard,6.2,8,Automatic 10 Speed,Premium Gasoline,15,12,13.7,21,321
Chevrolet,Silverado 4Wd Custom Trail Boss,Pickup Truck Standard,6.2,8,Automatic 10 Speed,Premium Gasoline,16.8,13.3,15.2,19,357
Chevrolet,Silverado 4Wd Lt Trail Boss,Pickup Truck Standard,6.2,8,Automatic 10 Speed,Premium Gasoline,15.7,12.4,14.2,20,332
Chevrolet,Spark,Subcompact,1.4,4,Continuously Variable,Regular Gasoline,7.9,6.2,7.1,40,167
Chevrolet,Spark,Subcompact,1.4,4,Manual 5 Speed,Regular Gasoline,8,6.2,7.2,39,170
Chevrolet,Suburban,SUV Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,15.7,10.5,13.4,21,314
Chevrolet,Suburban Ffv,SUV Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,15.7,10.5,13.4,21,314
Chevrolet,Suburban Ffv,SUV Standard,5.3,8,Automatic 6 Speed,Ethanol E85,21.2,13.9,17.9,16,298
Chevrolet,Suburban 4Wd,SUV Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,16.8,11.3,14.4,20,337
Chevrolet,Suburban 4Wd Ffv,SUV Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,16.8,11.3,14.4,20,337
Chevrolet,Suburban 4Wd Ffv,SUV Standard,5.3,8,Automatic 6 Speed,Ethanol E85,22.2,15.3,19.1,15,319
Chevrolet,Suburban 4Wd,SUV Standard,6.2,8,Automatic 10 Speed,Premium Gasoline,17.2,11.4,14.6,19,343
Chevrolet,Tahoe,SUV Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,15.7,10.5,13.4,21,314
Chevrolet,Tahoe Ffv,SUV Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,15.7,10.5,13.4,21,314
Chevrolet,Tahoe Ffv,SUV Standard,5.3,8,Automatic 6 Speed,Ethanol E85,21.2,13.9,17.9,16,298
Chevrolet,Tahoe 4Wd,SUV Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,16,11.2,13.8,20,325
Chevrolet,Tahoe 4Wd Ffv,SUV Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,16,11.2,13.8,20,325
Chevrolet,Tahoe 4Wd Ffv,SUV Standard,5.3,8,Automatic 6 Speed,Ethanol E85,21.7,14.3,18.4,15,305
Chevrolet,Tahoe 4Wd,SUV Standard,6.2,8,Automatic 10 Speed,Premium Gasoline,16.5,10.9,13.9,20,327
Chevrolet,Traverse,SUV Standard,3.6,6,Automatic 9 Speed,Regular Gasoline,13,8.8,11.1,25,261
Chevrolet,Traverse Awd,SUV Standard,3.6,6,Automatic 9 Speed,Regular Gasoline,13.6,9.6,11.8,24,276
Chevrolet,Trax,SUV Small,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.1,7.6,8.4,34,196
Chevrolet,Trax Awd,SUV Small,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,10,8,9.1,31,214
Chrysler,300,Full Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.4,7.8,10.3,27,242
Chrysler,300,Full Size,5.7,8,Automatic 8 Speed,Regular Gasoline,14.7,9.4,12.3,23,289
Chrysler,300 Awd,Full Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.8,8.7,11,26,258
Chrysler,Pacifica (Stop-Start),Minivan,3.6,6,Automatic 9 Speed,Regular Gasoline,12.4,8.4,10.6,27,249
Chrysler,Voyager (Stop-Start),Minivan,3.6,6,Automatic 9 Speed,Regular Gasoline,12.4,8.4,10.6,27,249
Dodge,Challenger,Mid Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.4,7.8,10.3,27,242
Dodge,Challenger (Mds),Mid Size,5.7,8,Automatic 8 Speed,Regular Gasoline,14.7,9.4,12.3,23,289
Dodge,Challenger,Mid Size,5.7,8,Manual 6 Speed,Premium Gasoline,15.6,10.1,13.1,22,307
Dodge,Challenger (Mds),Mid Size,6.4,8,Automatic 8 Speed,Premium Gasoline,15.8,9.6,13,22,305
Dodge,Challenger,Mid Size,6.4,8,Manual 6 Speed,Premium Gasoline,16.7,10.4,13.9,20,325
Dodge,Challenger Awd,Mid Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.8,8.7,11,26,258
Dodge,Challenger Widebody (Mds),Mid Size,6.4,8,Automatic 8 Speed,Premium Gasoline,15.8,9.6,13,22,305
Dodge,Challenger Widebody (Mds),Mid Size,6.4,8,Manual 6 Speed,Premium Gasoline,16.7,10.4,13.9,20,325
Dodge,Challenger Srt Hellcat,Mid Size,6.2,8,Automatic 8 Speed,Premium Gasoline,17.6,10.7,14.5,19,339
Dodge,Challenger Srt Hellcat,Mid Size,6.2,8,Manual 6 Speed,Premium Gasoline,18.1,11.4,15.1,19,352
Dodge,Challenger Srt Hellcat Widebody,Mid Size,6.2,8,Automatic 8 Speed,Premium Gasoline,18.6,11.2,15.3,18,358
Dodge,Challenger Srt Hellcat Widebody,Mid Size,6.2,8,Manual 6 Speed,Premium Gasoline,18.1,11.4,15.1,19,352
Dodge,Charger,Full Size,3.6,6,Automatic 5 Speed,Regular Gasoline,13.7,9,11.6,24,271
Dodge,Charger,Full Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.4,7.8,10.3,27,242
Dodge,Charger (Mds),Full Size,5.7,8,Automatic 8 Speed,Regular Gasoline,14.7,9.4,12.3,23,289
Dodge,Charger (Mds),Full Size,6.4,8,Automatic 8 Speed,Premium Gasoline,15.8,9.6,13,22,305
Dodge,Charger Awd,Full Size,3.6,6,Automatic 8 Speed,Regular Gasoline,12.8,8.7,11,26,258
Dodge,Charger Widebody (Mds),Full Size,6.4,8,Automatic 8 Speed,Premium Gasoline,15.8,9.6,13,22,305
Dodge,Charger Srt Hellcat Widebody,Full Size,6.2,8,Automatic 8 Speed,Premium Gasoline,19,11.5,15.6,18,368
Dodge,Durango Awd,SUV Standard,3.6,6,Automatic 8 Speed,Regular Gasoline,12.7,9.6,11.3,25,265
Dodge,Durango Awd,SUV Standard,5.7,8,Automatic 8 Speed,Regular Gasoline,16.7,10.9,14.1,20,331
Dodge,Durango Awd Srt,SUV Standard,6.4,8,Automatic 8 Speed,Premium Gasoline,18.3,12.2,15.6,18,363
Dodge,Grand Caravan,Minivan,3.6,6,Automatic 6 Speed,Regular Gasoline,13.7,9.4,11.8,24,276
Dodge,Journey,SUV Small,2.4,4,Automatic 4 Speed,Regular Gasoline,12.7,9.2,11.1,25,261
Fiat,124 Spider,Two Seater,1.4,4,Automatic 6 Speed,Regular Gasoline,9.3,6.5,8,35,187
Fiat,124 Spider,Two Seater,1.4,4,Manual 6 Speed,Regular Gasoline,9,6.7,7.9,36,185
Fiat,500L,Station Wagon Small,1.4,4,Automatic 6 Speed,Regular Gasoline,10.7,7.9,9.4,30,221
Fiat,500X Awd,SUV Small,1.3,4,Automatic 9 Speed,Regular Gasoline,10,7.9,9.1,31,213
Ford,Ecosport,SUV Small,1,3,Automatic Select Shift 6 Speed,Regular Gasoline,8.6,8.1,8.4,34,197
Ford,Ecosport Awd,SUV Small,2,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.2,8.1,9.2,31,216
Ford,Edge,SUV Small,2,4,Automatic 8 Speed,Regular Gasoline,11.2,8.1,9.8,29,229
Ford,Edge Awd,SUV Small,2,4,Automatic 8 Speed,Regular Gasoline,11.4,8.3,10,28,233
Ford,Edge Awd,SUV Small,2,4,Automatic Select Shift 8 Speed,Regular Gasoline,11.4,8.3,10,28,233
Ford,Edge Awd,SUV Small,2.7,6,Automatic Select Shift 8 Speed,Regular Gasoline,12.5,9.2,11,26,258
Ford,Escape,SUV Small,1.5,3,Automatic 8 Speed,Regular Gasoline,8.6,7.1,7.9,36,185
Ford,Escape Awd,SUV Small,1.5,3,Automatic 8 Speed,Regular Gasoline,8.9,7.6,8.3,34,196
Ford,Escape Awd,SUV Small,2,4,Automatic Select Shift 8 Speed,Regular Gasoline,10.4,7.5,9.1,31,213
Ford,Escape Hybrid,SUV Small,2.5,4,Continuously Variable,Regular Gasoline,5.4,6.3,5.8,49,136
Ford,Escape Hybrid Awd,SUV Small,2.5,4,Continuously Variable,Regular Gasoline,5.5,6.4,5.9,48,139
Ford,Expedition 4X4,SUV Standard,3.5,6,Automatic Select Shift 10 Speed,Regular Gasoline,14.1,10.6,12.5,23,294
Ford,Expedition Max 4X4,SUV Standard,3.5,6,Automatic Select Shift 10 Speed,Regular Gasoline,14.7,11.2,13.1,22,308
Ford,Explorer Awd,SUV Standard,2.3,4,Automatic Select Shift 10 Speed,Regular Gasoline,11.6,8.7,10.3,27,241
Ford,Explorer Awd,SUV Standard,3,6,Automatic Select Shift 10 Speed,Regular Gasoline,13.3,9.8,11.8,24,278
Ford,Explorer Hybrid Awd,SUV Standard,3.3,6,Automatic Select Shift 10 Speed,Regular Gasoline,10.1,9,9.6,29,225
Ford,F-150,Pickup Truck Standard,2.7,6,Automatic Select Shift 10 Speed,Regular Gasoline,12,8.9,10.6,27,249
Ford,F-150,Pickup Truck Standard,3,6,Automatic Select Shift 10 Speed,Diesel,11.1,8.3,9.8,29,264
Ford,F-150 (Lt Tire Pkg),Pickup Truck Standard,3,6,Automatic Select Shift 10 Speed,Diesel,11.1,8.3,9.8,29,264
Ford,F-150 Ffv,Pickup Truck Standard,3.3,6,Automatic Select Shift 6 Speed,Regular Gasoline,12.1,9.3,10.8,26,254
Ford,F-150 Ffv,Pickup Truck Standard,3.3,6,Automatic Select Shift 6 Speed,Ethanol E85,16.6,12.6,14.8,19,245
Ford,F-150,Pickup Truck Standard,3.5,6,Automatic Select Shift 10 Speed,Regular Gasoline,14.3,10.7,12.7,22,298
Ford,F-150 Ffv,Pickup Truck Standard,5,8,Automatic Select Shift 10 Speed,Regular Gasoline,14.3,10.6,12.6,22,297
Ford,F-150 Ffv,Pickup Truck Standard,5,8,Automatic Select Shift 10 Speed,Ethanol E85,20,14.8,17.6,16,293
Ford,F-150 Ffv (Lt Tire Pkg),Pickup Truck Standard,5,8,Automatic Select Shift 10 Speed,Regular Gasoline,14.4,11.2,13,22,305
Ford,F-150 Ffv (Lt Tire Pkg),Pickup Truck Standard,5,8,Automatic Select Shift 10 Speed,Ethanol E85,20,14.9,17.7,16,294
Ford,F-150 Ffv (Payload Pkg),Pickup Truck Standard,5,8,Automatic Select Shift 10 Speed,Regular Gasoline,15.1,11.8,13.6,21,319
Ford,F-150 Ffv (Payload Pkg),Pickup Truck Standard,5,8,Automatic Select Shift 10 Speed,Ethanol E85,19.9,15.8,18,16,300
Ford,F-150 4X4,Pickup Truck Standard,2.7,6,Automatic Select Shift 10 Speed,Regular Gasoline,13.1,10.2,11.8,24,277
Ford,F-150 4X4,Pickup Truck Standard,3,6,Automatic Select Shift 10 Speed,Diesel,11.9,9.4,10.8,26,290
Ford,F-150 4X4 Xl/Xlt,Pickup Truck Standard,3,6,Automatic Select Shift 10 Speed,Diesel,11.3,8.5,10,28,270
Ford,F-150 Ffv 4X4,Pickup Truck Standard,3.3,6,Automatic Select Shift 6 Speed,Regular Gasoline,12.9,10.2,11.7,24,274
Ford,F-150 Ffv 4X4,Pickup Truck Standard,3.3,6,Automatic Select Shift 6 Speed,Ethanol E85,17.6,13.8,15.9,18,265
Ford,F-150 4X4,Pickup Truck Standard,3.5,6,Automatic Select Shift 10 Speed,Regular Gasoline,14.6,10.9,13,22,304
Ford,F-150 4X4 Limited,Pickup Truck Standard,3.5,6,Automatic Select Shift 10 Speed,Regular Gasoline,13.8,11.2,12.6,22,296
Ford,F-150 Ffv 4X4,Pickup Truck Standard,5,8,Automatic Select Shift 10 Speed,Regular Gasoline,15.1,11.6,13.5,21,317
Ford,F-150 Ffv 4X4,Pickup Truck Standard,5,8,Automatic Select Shift 10 Speed,Ethanol E85,20.3,14.7,17.8,16,296
Ford,F-150 Raptor 4X4,Pickup Truck Standard,3.5,6,Automatic Select Shift 10 Speed,Regular Gasoline,15.3,13.1,14.3,20,336
Ford,Fusion,Mid Size,1.5,4,Automatic Select Shift 6 Speed,Regular Gasoline,10,7,8.7,32,203
Ford,Fusion Hybrid,Mid Size,2,4,Continuously Variable,Regular Gasoline,5.5,5.7,5.6,50,131
